lemma,pos1,polarity,seed
today,n,0.3033494148,0
convenience,n,0.3033175364,0
cement,v,0.3032527645,0
designate,v,0.303166062,0
editorial,n,0.3031351853,0
horticulture,n,0.3030564037,0
specially,r,0.3030065222,0
plausible,a,0.3029004496,0
analysis,n,0.3027779428,0
adoption,n,0.3027156379,0
memorial,n,0.3027078937,0
confirmation,n,0.3026850457,0
unswerving,a,0.30259568,0
regional,a,0.3025370218,0
nod,v,0.3025253414,0
occupy,v,0.3024914926,0
publish,v,0.3023585379,0
decently,r,0.3023155346,0
reunion,n,0.3023112904,0
avail,n,0.3021373198,0
advanced,a,0.3020514478,0
tender,n,0.3020008276,0
nomination,n,0.3019286553,0
city,n,0.301922547,0
own,a,0.3019165542,0
utility,n,0.30188781,0
brilliance,n,0.3017166527,0
mutuality,n,0.3016480793,0
cautious,a,0.3015236845,0
firm,n,0.3013773774,0
assistant,n,0.3013385133,0
fitness,n,0.3011342268,0
favour,v,0.3010177029,0
attractively,r,0.3009462656,0
pair,n,0.3008770552,0
measurable,a,0.3008738909,0
mover,n,0.3008734194,0
rightful,a,0.3008205585,0
non-contentious,a,0.3005750231,0
reply,v,0.3005190419,0
co-operating,n,0.3004146773,0
view,n,0.3003770282,0
modicum,n,0.3003449066,0
step,n,0.3002252647,0
hydroelectric,a,0.3002217904,0
pristine,a,0.3001059722,0
final,a,0.300022693,0
yacht,n,0.3000018397,0
translate,v,0.299999037,0
close,n,0.2999479462,0
briefing,n,0.2999276056,0
accession,n,0.2998813908,0
customarily,r,0.2998147496,0
responsibly,r,0.2993608147,0
correspond,v,0.2992445572,0
stadium,n,0.2992282432,0
self-governing,a,0.2992085184,0
living,n,0.2991650376,0
flair,n,0.299061722,0
speakership,n,0.2989890431,0
air,n,0.2989753316,0
believe,v,0.2988401994,0
brochure,n,0.2986925773,0
productively,r,0.2985277057,0
midwifery,n,0.2985048905,0
exportable,a,0.2984720353,0
typically,r,0.2984494641,0
essay,n,0.2984318147,0
compete,v,0.2983854742,0
non-profit,a,0.2983706743,0
fraternal,a,0.2983168695,0
virtue,n,0.2982313888,0
conduce,v,0.2980628839,0
mall,n,0.2980193052,0
expend,v,0.2980008147,0
photographic,a,0.2979949125,0
self-contained,a,0.2979948408,0
designer,n,0.2979924119,0
cleanliness,n,0.297935042,0
rely,v,0.2978501884,0
sage,n,0.2978394309,0
maritime,n,0.2977922965,0
impromptu,a,0.2977505078,0
trust,n,0.2977325849,0
co-operatively,r,0.2976087259,0
fabulous,a,0.2975555052,0
first-line,a,0.2975360556,0
maximum,a,0.2974223094,0
simple,a,0.2973972549,0
balance,n,0.2973827589,0
regain,v,0.2973661699,0
statistician,n,0.2972991036,0
empower,v,0.2972579234,0
far,r,0.2972417049,0
saucer,n,0.2971414748,0
bench,n,0.2971029,0
negotiating,n,0.297003423,0
market,v,0.296982561,0
constitution,n,0.2968726383,0
fun,n,0.2968572455,0
knighthood,n,0.2966344264,0
cautiously,r,0.2966142193,0
constabulary,n,0.2965803819,0
maximum,n,0.2965640299,0
estimate,n,0.2963768767,0
mid-day,a,0.2963200842,0
read,n,0.2961064791,0
prominent,a,0.2958206529,0
model,a,0.2957106115,0
greatness,n,0.2956808729,0
gathering,n,0.2956511102,0
attribute,v,-0.2887902095,0
incapacitated,a,-0.288869882,0
bladder,n,-0.2888860499,0
perturbation,n,-0.2889764783,0
half-baked,a,-0.2891838286,0
excusable,a,-0.2892434493,0
impotent,a,-0.289325358,0
damages,n,-0.2893321317,0
disadvantageous,a,-0.2893391347,0
gale,n,-0.2893684677,0
twisted,a,-0.2893900738,0
housebreaking,n,-0.2894861328,0
acute,a,-0.2894881721,0
infested,a,-0.2896178711,0
brand,v,-0.289657527,0
scaremonger,n,-0.2896943272,0
impersonation,n,-0.2897751835,0
disparity,n,-0.2897787484,0
discrepancy,n,-0.2898084239,0
break,v,-0.2898321598,0
blow,n,-0.2898391345,0
unidentified,a,-0.2898622976,0
cause,n,-0.2898865011,0
malevolence,n,-0.2898897331,0
unwilling,a,-0.2899180733,0
constrict,v,-0.2900210965,0
burnt,a,-0.2900756383,0
insolvency,n,-0.2900982486,0
costly,a,-0.2902047643,0
shatter,v,-0.2903333251,0
grip,v,-0.2903649081,0
disconnection,n,-0.2905081555,0
epileptic,a,-0.2905331067,0
weed,n,-0.2906796869,0
perjury,n,-0.2907944483,0
tyrant,n,-0.2907957019,0
retrograde,a,-0.2912315492,0
under-nourished,a,-0.2912389564,0
attrition,n,-0.2912689842,0
cross-purposes,n,-0.291386942,0
deeper,r,-0.2914036741,0
sexual,a,-0.2914894767,0
disclose,v,-0.291643627,0
fallacy,n,-0.2916656913,0
shoplifting,n,-0.2917524263,0
trap,n,-0.2919242989,0
oppressor,n,-0.2920366471,0
vilify,v,-0.2920385728,0
panicky,a,-0.2922880977,0
misbehave,v,-0.2923066291,0
non-compliance,a,-0.2923723413,0
deeply,r,-0.2924606387,0
dictatorial,a,-0.2924883463,0
unauthorised,a,-0.2925932605,0
ill-feeling,a,-0.2926079832,0
doctrinaire,a,-0.2926696539,0
pretext,n,-0.2927158104,0
pestilence,n,-0.2927626861,0
conflict,n,-0.2928050679,0
lunatic,n,-0.2928240214,0
sentimentality,n,-0.2928443833,0
impudent,a,-0.2929080415,0
hooliganism,n,-0.2929226842,0
punitive,a,-0.2930011076,0
tactic,n,-0.293027281,0
ruthless,a,-0.2931069933,0
travesty,n,-0.2931262706,0
untreated,a,-0.2931548053,0
stem,v,-0.2934364816,0
humbug,n,-0.2934555468,0
recklessness,n,-0.2934673394,0
lunatic,a,-0.2934700492,0
servitude,n,-0.2935175305,0
deface,v,-0.2935414191,0
swindle,v,-0.2936019566,0
insolvent,a,-0.293604989,0
hollowness,n,-0.2936336308,0
verge,v,-0.2938305345,0
fanciful,a,-0.2939143074,0
contemptuously,r,-0.2940156442,0
polluted,a,-0.2940180347,0
enmesh,v,-0.2940980254,0
breaking,n,-0.294183242,0
anachronism,n,-0.2942579563,0
illegitimate,a,-0.2944277909,0
mesmerise,v,-0.2944629843,0
wreck,n,-0.2946331811,0
insubordination,n,-0.29471803,0
extremity,n,-0.2949984802,0
cyclical,a,-0.2950479881,0
disbelief,n,-0.2950969184,0
wrangling,n,-0.2952773162,0
siege,n,-0.2953546585,0
wrangle,n,-0.295367769,0
bane,n,-0.2956264307,0
overstatement,n,-0.2956355777,0
cynicism,n,-0.295807615,0
disloyal,a,-0.2958543779,0
rebel,v,-0.2958796636,0
wake,n,-0.2959132579,0
unimaginative,a,-0.2959923416,0
unwillingly,r,-0.2960566751,0
deteriorated,a,-0.296109718,0
cut,n,-0.2961254825,0
pitifully,r,-0.2962142473,0
unintentionally,r,-0.2963632049,0
overdose,n,-0.296386644,0
unreal,a,-0.2964426158,0
snow,n,-0.2964976781,0
obliterate,v,-0.2968281771,0
sullen,a,-0.2968330841,0
unprofessional,a,-0.2968955488,0
eyesore,n,-0.2970165877,0
quandary,n,-0.2971986588,0
three-day,a,-0.2972455462,0
ultimatum,n,-0.2972802245,0
ingrained,a,-0.2972954765,0
furiously,r,-0.2973239219,0
unintelligible,a,-0.2974138941,0
obstinately,r,-0.2974654077,0
diffuse,a,-0.2974732991,0
ill-equipped,a,-0.2974892218,0
cheat,v,-0.2975464821,0
indifferent,a,-0.2975995584,0
preoccupy,v,-0.2976240275,0
castigate,v,-0.2977013849,0
repossession,n,-0.2977037866,0
compound,n,-0.2978093859,0
overburdened,a,-0.2979407484,0
haemorrhage,n,-0.2980426853,0
squabble,n,-0.2980891213,0
rumble,v,-0.2981310684,0
amounting,n,-0.2981596579,0
misinform,v,-0.29838654,0
exasperated,a,-0.2985877176,0
overhang,v,-0.298652599,0
inoperative,a,-0.2986634273,0
creak,v,-0.2986653868,0
descend,v,-0.2987189849,0
pillory,v,-0.298848042,0
knowingly,r,-0.2989271758,0
indignation,n,-0.2989290591,0
non-disclosure,a,-0.2990773612,0
cry,v,-0.2991612514,0
spasm,n,-0.2992645733,0
languish,v,-0.299383551,0
racially,r,-0.2994025956,0
blur,v,-0.2994154011,0
unknown,a,-0.2996371201,0
disuse,n,-0.2996516871,0
insult,v,-0.2997497274,0
lout,n,-0.2999021278,0
degenerate,v,-0.3003681874,0
uncorrected,a,-0.3004350599,0
abandonment,n,-0.3005169971,0
wearisome,a,-0.3006056727,0
jamming,n,-0.3006057659,0
impoverished,a,-0.3007223407,0
postponement,n,-0.3007615564,0
outlaw,v,-0.3007868446,0
cane,v,-0.3010100809,0
ideology,n,-0.3010475086,0
treadmill,n,-0.3010830435,0
unkindly,r,-0.3010861907,0
imprudent,a,-0.3011687973,0
withholding,n,-0.3012637111,0
jealousy,n,-0.3014784647,0
aggrieve,v,-0.3015545266,0
accumulation,n,-0.3017777497,0
sensationalism,n,-0.3017867382,0
potentially,r,-0.3019797411,0
abduction,n,-0.3019818369,0
obduracy,n,-0.3020614902,0
misrepresent,v,-0.3022197533,0
anomaly,r,-0.3022208502,0
warn,v,-0.3022547797,0
overwork,v,-0.3023436665,0
ineffectual,a,-0.302355477,0
often,r,-0.3024041132,0
venereal,a,-0.3024214369,0
entrenched,a,-0.302448504,0
indiscriminately,r,-0.3024800718,0
incitement,n,-0.3025125824,0
dead-weight,a,-0.3026687699,0
beating,n,-0.3026897163,0
break-up,n,-0.3027379457,0
spineless,a,-0.3028304994,0
bodily,a,-0.3030836282,0
rusty,a,-0.3031384622,0
parochialism,n,-0.3031818676,0
indict,v,-0.3032380447,0
phantom,a,-0.3033173704,0
inexpedient,a,-0.3033353659,0
halt,n,-0.3033879078,0
haunt,v,-0.3033908731,0
trifling,a,-0.3034586864,0
leak,v,-0.3036674028,0
gaol,v,-0.3040180226,0
react,v,-0.3040291275,0
misdirection,n,-0.3041686755,0
unequal,a,-0.3041996753,0
foggy,a,-0.3043263159,0
infinitesimal,a,-0.3045247525,0
stare,v,-0.3046326892,0
cesspool,n,-0.3048371656,0
narrow-minded,a,-0.3048559995,0
compel,v,-0.3048598609,0
pit,v,-0.3049839265,0
crumble,v,-0.3050333956,0
half-truth,n,-0.3051079514,0
intimidatory,a,-0.3051157918,0
smash,n,-0.3053118448,0
unfit,a,-0.3054718777,0
inactivity,n,-0.3055691033,0
unwillingness,n,-0.3058664366,0
anti-semitism,a,-0.3059587111,0
contravene,v,-0.3060188041,0
under-employed,a,-0.3060872773,0
stricken,a,-0.3060946296,0
barbarism,n,-0.3063136334,0
deplete,v,-0.3063995079,0
perplex,v,-0.3064558254,0
intruder,n,-0.3064728613,0
loophole,n,-0.3064982585,0
iceberg,n,-0.3065077652,0
incorrigible,a,-0.3065471193,0
starve,v,-0.3066282414,0
misread,v,-0.3068529382,0
unaccounted,a,-0.306940878,0
swollen,a,-0.3069510506,0
inconceivable,a,-0.3069522447,0
incalculable,a,-0.307017252,0
fuss,n,-0.3071176122,0
unemployment,n,-0.307131216,0
apparent,a,-0.3072004331,0
shibboleth,n,-0.307373279,0
unlawful,a,-0.3076979944,0
nonsense,a,-0.3078465886,0
stave,v,-0.30785995,0
supervene,v,-0.3080216345,0
commotion,n,-0.3080303145,0
rip,v,-0.308057143,0
hardening,n,-0.308066378,0
unconnected,a,-0.3081415337,0
demented,a,-0.3081580391,0
sickness,n,-0.3081651482,0
dreaded,a,-0.3081660615,0
swamp,v,-0.3082277272,0
hate,n,-0.3082900212,0
intensification,n,-0.3083288634,0
overwhelm,v,-0.3083561888,0
craven,n,-0.3086712404,0
imaginary,a,-0.3086943928,0
border,v,-0.3086959897,0
sowing,n,-0.3087899059,0
bureaucracy,n,-0.3087972711,0
impenetrable,a,-0.3090866535,0
capitulate,v,-0.3090903517,0
arrest,v,-0.3091711562,0
tribulation,n,-0.3092277138,0
contemplated,a,-0.3092389548,0
lazy,a,-0.3093204551,0
warped,a,-0.3095903574,0
rheumatic,a,-0.3097420417,0
manoeuvring,n,-0.3097420636,0
heaviest,a,-0.3097799888,0
stain,v,-0.3098407364,0
reminiscent,a,-0.3099558317,0
excrescence,n,-0.3102308429,0
unreasonableness,n,-0.3102558261,0
menace,v,-0.3104434447,0
misstatement,n,-0.310504113,0
clog,v,-0.3105440586,0
unscientific,a,-0.3107309324,0
manipulation,n,-0.3109235106,0
snare,v,-0.3110828186,0
diagnose,v,-0.311111327,0
squeeze,n,-0.3115436261,0
marital,a,-0.3120277664,0
blockade,v,-0.3120450072,0
darken,v,-0.3121160551,0
alarmingly,r,-0.3122465313,0
blackest,a,-0.3122509937,0
contaminate,v,-0.3122646623,0
denial,n,-0.3124757527,0
sooner,a,-0.3125636576,0
smell,n,-0.3126381163,0
legitimise,v,-0.312701556,0
cynically,r,-0.3128455912,0
summarily,r,-0.3129423391,0
blunt,v,-0.3130230893,0
laughable,a,-0.3130251756,0
propensity,n,-0.3132415473,0
seethe,v,-0.3133069809,0
unmitigated,a,-0.3134012023,0
grisly,a,-0.3134276323,0
intransigent,a,-0.3136500487,0
fate,n,-0.3137160784,0
litigation,n,-0.3139197763,0
welter,n,-0.3140462103,0
brook,v,-0.3140569245,0
bump,n,-0.3143233756,0
inadvertence,n,-0.3144505309,0
duplicity,n,-0.3144765517,0
obsolescence,n,-0.3144826347,0
crudely,r,-0.3146127533,0
badly,r,-0.31461568,0
absenteeism,n,-0.3148358042,0
sub-standard,a,-0.3148586023,0
ill-timed,a,-0.3149555246,0
adultery,n,-0.3149579098,0
capitulation,n,-0.3151424649,0
shortage,n,-0.315167874,0
wrongdoer,n,-0.31523077,0
beware,v,-0.3152544974,0
weakening,n,-0.3154172872,0
unattended,a,-0.315526231,0
escape,v,-0.3155464005,0
irritant,a,-0.3156540691,0
duress,n,-0.3157188277,0
incarceration,n,-0.3157371956,0
crash,n,-0.3157630452,0
studiously,r,-0.3158787399,0
non-payment,a,-0.3159136351,0
charge,n,-0.3159280126,0
incomplete,a,-0.3159787166,0
misnomer,n,-0.3160154505,0
heap,v,-0.3160804898,0
soar,v,-0.3162482713,0
hypocrisy,n,-0.3164215112,0
consternation,n,-0.316477964,0
criminality,n,-0.3170957899,0
harry,v,-0.3171054975,0
hurl,v,-0.3172162348,0
theft,n,-0.3172487563,0
omission,n,-0.3173220015,0
tale,n,-0.3173596414,0
contraction,n,-0.3174084623,0
personation,n,-0.3176180082,0
disaffected,a,-0.3176230447,0
heavier,a,-0.31779855,0
wreak,v,-0.3178487547,0
impossibly,r,-0.3182649892,0
untidy,a,-0.3182881288,0
derelict,v,-0.3183526993,0
conceal,v,-0.3184164179,0
isolate,v,-0.31844822,0
defeat,n,-0.3185593132,0
uneasiness,n,-0.3186909247,0
gaol,n,-0.3187203856,0
rid,a,-0.3187616535,0
loathsome,a,-0.3188556659,0
brink,n,-0.3189529158,0
accident,n,-0.3190084057,0
perplexing,a,-0.3190198364,0
obdurate,a,-0.3190239083,0
rape,n,-0.3190678888,0
hiatus,n,-0.3191004472,0
gag,n,-0.3191348879,0
miserably,r,-0.3191406226,0
prohibitive,a,-0.3191758069,0
harden,v,-0.3196706082,0
galling,a,-0.3197228567,0
petty,a,-0.319741036,0
aggravating,a,-0.3199375084,0
parlous,a,-0.320011851,0
premeditated,a,-0.3201107662,0
overheate,v,-0.3201574882,0
on-cost,a,-0.3205568295,0
unedifying,a,-0.320625678,0
terrorist,a,-0.320667038,0
injure,v,-0.3208745181,0
rumour,n,-0.3209085727,0
repugnance,n,-0.3209249044,0
dismiss,v,-0.3209430312,0
misinterpretation,n,-0.3211722579,0
gutter,n,-0.3213966561,0
rage,v,-0.321433931,0
noxious,a,-0.3217387798,0
guillotine,n,-0.3218535118,0
meddle,v,-0.3221148741,0
immerse,v,-0.3221422588,0
founder,v,-0.3221578148,0
undesirability,n,-0.322259019,0
abused,a,-0.322359425,0
abrupt,a,-0.3225424186,0
amputation,n,-0.3225694134,0
tangled,a,-0.3227368657,0
distract,v,-0.3229581501,0
dilapidation,n,-0.3232311464,0
understaff,v,-0.3235124016,0
unresolved,a,-0.3235847904,0
uneconomic,a,-0.3236129561,0
indecent,a,-0.3237691462,0
pneumonia,n,-0.3238828556,0
mislay,v,-0.3239246116,0
intemperate,a,-0.3240160717,0
misconception,n,-0.3244559239,0
foul,v,-0.3245264152,0
indemnify,v,-0.3247757555,0
bribery,n,-0.3249510779,0
dismayed,a,-0.3250036268,0
dismemberment,n,-0.3250265336,0
profiteer,n,-0.3250307687,0
trespass,n,-0.3251387003,0
falsity,n,-0.3251459792,0
apprehension,n,-0.3252398386,0
invasion,n,-0.3253410784,0
waterlogged,a,-0.3256277936,0
toll,n,-0.3257156884,0
maraud,v,-0.3257870919,0
loggerheads,n,-0.325998818,0
inarticulate,a,-0.3260815982,0
drift,v,-0.3263030654,0
plainly,r,-0.3264176882,0
decimate,v,-0.3264315599,0
homicide,n,-0.3264970216,0
defraud,v,-0.3265468279,0
underfed,a,-0.3265678566,0
hidden,a,-0.3266005862,0
ashamed,a,-0.3266102534,0
misunderstand,v,-0.3266789899,0
unresponsive,a,-0.3269296216,0
unpunished,a,-0.3270770139,0
pneumoconiosis,n,-0.3270961709,0
lapse,n,-0.327105846,0
outright,r,-0.3271220286,0
taint,n,-0.3271344595,0
hanging,n,-0.3271742086,0
choke,v,-0.3271783492,0
persecute,v,-0.327267107,0
devastatingly,r,-0.3272742991,0
fatuous,a,-0.3276193173,0
obsolete,a,-0.3276421964,0
uncover,v,-0.327691581,0
charging,n,-0.327848351,0
unloaded,a,-0.3278786354,0
endless,a,-0.3278900771,0
bend,n,-0.3280286744,0
madman,n,-0.3281328934,0
malady,n,-0.3282467784,0
frequently,r,-0.3284302038,0
scream,v,-0.3284524739,0
weep,v,-0.3284835937,0
shackle,v,-0.3286238008,0
ulcer,n,-0.3287302861,0
die,v,-0.3287309448,0
willy-nilly,r,-0.3287994964,0
impunity,n,-0.3289358246,0
polarisation,n,-0.3289851524,0
embitter,v,-0.329042359,0
indiscretion,n,-0.3291224426,0
dastardly,a,-0.329139688,0
non-fatal,a,-0.3291931267,0
antagonism,n,-0.3292391752,0
imprisonment,n,-0.3293100396,0
bronchial,a,-0.3295674083,0
frost,n,-0.3296967917,0
myopic,a,-0.3297201033,0
revile,v,-0.3297914018,0
compunction,n,-0.3298779418,0
remonstrate,v,-0.3299499612,0
excuse,n,-0.3300250325,0
decimation,n,-0.330039566,0
disunity,n,-0.3300712738,0
flop,n,-0.3301637797,0
displacement,n,-0.3304532398,0
lacuna,n,-0.3305070265,0
rubble,n,-0.3305079975,0
delinquent,a,-0.3305209749,0
minimise,v,-0.3306361404,0
pile,n,-0.3306636439,0
bondage,n,-0.3308447763,0
misjudge,v,-0.3309838762,0
unattractive,a,-0.3312601579,0
dogma,n,-0.3314097999,0
bust,n,-0.3314138321,0
rack,v,-0.3314681424,0
dilatory,a,-0.3315940053,0
jeopardy,n,-0.3317607433,0
slur,n,-0.3318113103,0
lurch,v,-0.3320321044,0
catalogue,n,-0.3321597776,0
irretrievably,r,-0.3323264478,0
holocaust,n,-0.3324251279,0
apprehensive,a,-0.3324620298,0
enmity,n,-0.3324638208,0
disgusted,a,-0.3325073223,0
reel,v,-0.3326186266,0
calumny,n,-0.3330091885,0
falsehood,n,-0.3330341042,0
weariness,n,-0.333068832,0
bugbear,n,-0.333070866,0
suddenness,n,-0.333350535,0
counteract,v,-0.3333764254,0
sack,v,-0.3334429708,0
anarchy,n,-0.3335636314,0
illiterate,a,-0.3337077606,0
disrepute,n,-0.3338217214,0
surcharge,n,-0.3338912336,0
asbestos,n,-0.3338913545,0
detonate,v,-0.3340038254,0
missive,n,-0.334060428,0
aberration,n,-0.3341365013,0
disobey,v,-0.3341420747,0
amok,r,-0.3341623268,0
inflexible,a,-0.3341625012,0
misreading,n,-0.3342653947,0
shackle,n,-0.3342846689,0
expel,v,-0.334564417,0
attributable,a,-0.334581324,0
sleepless,a,-0.3345880019,0
incredible,a,-0.3346242565,0
unwieldy,a,-0.3346557758,0
impracticable,a,-0.3346833119,0
shabby,a,-0.3347035539,0
rut,n,-0.3348327279,0
casualty,n,-0.3349517877,0
corrosion,n,-0.3349788011,0
depths,n,-0.3351839679,0
bloodsh,v,-0.3352029459,0
bruise,v,-0.335230573,0
crisis,n,-0.3352365258,0
lethargy,n,-0.3353304174,0
default,v,-0.3353465784,0
bog,v,-0.3353891313,0
high-handed,a,-0.3354843654,0
actuality,n,-0.3355721175,0
experience,v,-0.335772438,0
pitfall,n,-0.3358960691,0
bleed,v,-0.3359266638,0
cripple,n,-0.3359596166,0
disheartening,a,-0.3360408755,0
stalk,v,-0.3360912009,0
fume,v,-0.3361016072,0
overvalue,v,-0.3361760896,0
slanderous,a,-0.3361770509,0
foment,v,-0.3363094363,0
triviality,n,-0.3363337256,0
killing,n,-0.3363924822,0
wastefulness,n,-0.3364219949,0
oscillation,n,-0.3364938122,0
capriciously,r,-0.3366984713,0
damage,v,-0.336961471,0
bewildered,a,-0.3369874089,0
massacre,v,-0.337035556,0
flooding,n,-0.3370592757,0
yoke,n,-0.337344551,0
wolf,n,-0.3374645244,0
impasse,n,-0.3375499621,0
systematically,r,-0.3375514664,0
dismay,v,-0.3375706646,0
annoy,v,-0.3376700081,0
unsuspecting,a,-0.3377974192,0
rumbling,n,-0.3378217963,0
tedium,n,-0.3379064346,0
eradicate,v,-0.3379277102,0
fuel,v,-0.3379577575,0
stoop,v,-0.338076078,0
impost,n,-0.338115061,0
litter,v,-0.3383346541,0
foot-and-mouth,a,-0.3383612689,0
monstrosity,n,-0.338422485,0
adulteration,n,-0.3384401855,0
unkind,a,-0.3385820736,0
daily,r,-0.3387569342,0
sufferer,n,-0.3387844321,0
glut,n,-0.3389839909,0
inflammatory,a,-0.339069317,0
officialdom,n,-0.3394397001,0
injurious,a,-0.339586042,0
unwelcome,a,-0.3396158749,0
menace,n,-0.3396263373,0
infestation,n,-0.3397090782,0
toxic,a,-0.339980021,0
rump,n,-0.3401040824,0
fussy,a,-0.3401761555,0
frivolously,r,-0.3402481126,0
stereotype,n,-0.3404962474,0
greed,n,-0.3405808768,0
hasty,a,-0.3408098449,0
contemptible,a,-0.3409669909,0
lethal,a,-0.34099655,0
tamper,v,-0.3410362844,0
uncomfortable,a,-0.3410551239,0
rotten,a,-0.3411183462,0
evasion,n,-0.3411230678,0
mutilate,v,-0.3411885264,0
rot,n,-0.3412398811,0
recrudescence,n,-0.3414391809,0
inordinate,a,-0.3414996291,0
slow-moving,a,-0.3418088704,0
discredit,v,-0.3419352671,0
violation,n,-0.3420346007,0
adverse,a,-0.3420758627,0
blasphemous,a,-0.3421293406,0
unsuitability,n,-0.3421637656,0
anti-semitic,a,-0.342186439,0
top-heavy,a,-0.3421921788,0
innuendo,n,-0.3422185391,0
silicosis,n,-0.3423643118,0
ignore,v,-0.3423872739,0
friendless,a,-0.3431615426,0
anaemia,n,-0.3432241371,0
inescapable,a,-0.3432727172,0
manslaughter,n,-0.3434855766,0
repetitive,a,-0.3435201358,0
stone,v,-0.3435281939,0
litany,n,-0.3435893475,0
eruption,n,-0.3437299195,0
monster,n,-0.3437801476,0
farrier,n,-0.3438675189,0
foolishly,r,-0.3440351347,0
dislocate,v,-0.3440357037,0
mould,n,-0.3440763691,0
inter-war,a,-0.344368021,0
uncalled,a,-0.3445327891,0
majeure,n,-0.3445732082,0
inexorably,r,-0.3446414923,0
disillusion,v,-0.3446503371,0
erratic,a,-0.344762074,0
subsidisation,n,-0.3447698602,0
worsening,n,-0.3448333177,0
unreported,a,-0.3451084966,0
disgrace,n,-0.3451427691,0
gratuitously,r,-0.345381496,0
mob,n,-0.3454605101,0
disqualification,n,-0.3454777881,0
erase,v,-0.3455487021,0
incorrect,a,-0.3456310462,0
bigoted,a,-0.3457342843,0
lockout,n,-0.3459573376,0
innocent,n,-0.3459827592,0
underspend,v,-0.3460793654,0
carelessly,r,-0.3461031772,0
irrevocably,r,-0.3461083986,0
deep-seated,a,-0.3461349946,0
culprit,n,-0.3462055944,0
hit,v,-0.3463321866,0
antic,n,-0.3463764616,0
incest,n,-0.3464063044,0
tendency,n,-0.3464950554,0
mess,n,-0.3465456316,0
heighten,v,-0.3467070668,0
revulsion,n,-0.3468123105,0
unco-ordinated,a,-0.3470599052,0
cynical,a,-0.3470696845,0
botch,v,-0.3471834194,0
vagueness,n,-0.3471924522,0
incite,v,-0.34719966,0
blitz,n,-0.3473474874,0
surfeit,n,-0.3473478221,0
heresy,n,-0.3473499689,0
unthinking,a,-0.3474056501,0
infamous,a,-0.3475608997,0
mire,n,-0.3476011725,0
pettifogging,a,-0.3476630188,0
suicide,n,-0.3478565444,0
unsolved,a,-0.3478568237,0
deadlock,n,-0.347900048,0
ill-prepared,a,-0.3482595032,0
attack,n,-0.3482707339,0
complacency,n,-0.3483613384,0
preposterous,a,-0.3483886843,0
heinous,a,-0.3487248634,0
smother,v,-0.3489072958,0
unchecked,a,-0.3490450697,0
embroil,v,-0.3490887043,0
contagious,a,-0.3490921266,0
strike,n,-0.3497986095,0
illegal,a,-0.350428072,0
dishearten,v,-0.3510814198,0
hazard,n,-0.3511363554,0
stealing,n,-0.3511768533,0
inaccurately,r,-0.3512297387,0
indecency,n,-0.3512373429,0
premature,a,-0.3516310855,0
flounder,v,-0.3516339334,0
unemployable,a,-0.3517039074,0
flaw,n,-0.351779827,0
antagonise,v,-0.3517811523,0
uncovered,a,-0.351791688,0
idleness,n,-0.3520617932,0
harsher,a,-0.3521670393,0
sudden,a,-0.3522406329,0
unprotected,a,-0.3524784811,0
abusive,a,-0.3525426068,0
impending,a,-0.3526411056,0
explode,v,-0.353302464,0
turbulence,n,-0.3533666591,0
tear,n,-0.3534172202,0
denounce,v,-0.353449911,0
outbreak,n,-0.3534593461,0
intractable,a,-0.3535514407,0
overdrawn,a,-0.3535562993,0
unpatriotic,a,-0.3535563938,0
wonder,n,-0.3537325263,0
unjustifiably,r,-0.3537366307,0
disfranchisement,n,-0.3539595478,0
grind,v,-0.3540426014,0
disgruntle,v,-0.3542447344,0
unrealistic,a,-0.3542554563,0
under-representation,n,-0.3544127164,0
alarmist,a,-0.3544156826,0
betray,v,-0.3544580405,0
murder,v,-0.3544734123,0
resent,v,-0.3544773867,0
lax,a,-0.3545106816,0
perpetually,r,-0.3546056088,0
boycott,v,-0.3546782714,0
obstructive,a,-0.3548722967,0
setback,n,-0.3548993359,0
frustrated,a,-0.3550900666,0
vilification,n,-0.3553513543,0
unknown,n,-0.3553647213,0
cure,v,-0.3553666243,0
improper,a,-0.3553851399,0
self-imposed,a,-0.355431942,0
unknowingly,r,-0.3556231085,0
insanity,n,-0.3556236374,0
situation,n,-0.3557009193,0
uninformed,a,-0.3558376465,0
mistaken,a,-0.3559978098,0
spike,n,-0.3560124799,0
haste,n,-0.3560255073,0
uncivilised,a,-0.3561805514,0
bogy,n,-0.3563632576,0
shocked,a,-0.3564659445,0
unwisdom,n,-0.3564944423,0
inherently,r,-0.3566346684,0
light-heartedly,r,-0.356786621,0
blind,v,-0.3568037337,0
worse,r,-0.3571492366,0
nauseating,a,-0.3571576247,0
overpayment,n,-0.3571895831,0
over-valued,a,-0.3572600961,0
inflame,v,-0.3573574842,0
latent,a,-0.3574100546,0
pang,n,-0.357537046,0
mercilessly,r,-0.357613226,0
unforeseeable,a,-0.3578516955,0
owe,v,-0.3579383648,0
worried,a,-0.3582292722,0
jail,n,-0.3582871915,0
abrogation,n,-0.3583418904,0
set-back,n,-0.3583961435,0
heavy,a,-0.3584613215,0
vibration,n,-0.3585643894,0
incoherent,a,-0.3586501698,0
fatally,r,-0.3588421347,0
niggling,a,-0.3589259906,0
stab,v,-0.3589587624,0
racketeering,n,-0.3590238851,0
void,a,-0.3592456013,0
rapacious,a,-0.3594181557,0
scurrilous,a,-0.3595473345,0
extreme,n,-0.3595508806,0
non-payment,n,-0.3595827919,0
